type,date,label,id,name,role,short_topic,long_topic,short_title,long_title,plan_type,lat,lon,zone,zone_detail,start,end,Dataset,date_parsed,Year,Month,MonthName,start_time,end_time,duration_hrs,Topic_Key,Industry,Meeting_Num,Dataset_Label
trip,2040-06-24,nan,trip_229,,,,,,,,,,,,08:07:00,09:20:00,filah,2040-06-24,2040.0,6.0,Jun,2040-06-24 08:07:00,2040-06-24 09:20:00,1.22,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-05-01,nan,trip_230,,,,,,,,,,,,13:00:00,06:46:00,filah,2040-05-01,2040.0,5.0,May,2040-05-01 13:00:00,2040-05-01 06:46:00,-6.23,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-01,nan,trip_231,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-01,2040.0,6.0,Jun,2040-06-01 09:00:00,2040-06-01 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,37862851,,,,,,,,-164.3369180900125,39.41622319456882,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
place,,nan,2303890866,,,,,,,,-165.57153094697804,39.53094821718481,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-06-12,nan,trip_233,,,,,,,,,,,,07:54:00,07:54:00,filah,2040-06-12,2040.0,6.0,Jun,2040-06-12 07:54:00,2040-06-12 07:54:00,0.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-26,nan,trip_241,,,,,,,,,,,,08:56:00,08:56:00,filah,2040-06-26,2040.0,6.0,Jun,2040-06-26 08:56:00,2040-06-26 08:56:00,0.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-19,nan,trip_242,,,,,,,,,,,,08:23:00,09:02:00,filah,2040-07-19,2040.0,7.0,Jul,2040-07-19 08:23:00,2040-07-19 09:02:00,0.65,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-04-03,nan,trip_243,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-03,2040.0,4.0,Apr,2040-04-03 09:00:00,2040-04-03 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-06-19,nan,trip_244,,,,,,,,,,,,09:00:00,21:37:00,filah,2040-06-19,2040.0,6.0,Jun,2040-06-19 09:00:00,2040-06-19 21:37:00,12.62,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-07,nan,trip_247,,,,,,,,,,,,07:36:00,07:36:00,filah,2040-05-07,2040.0,5.0,May,2040-05-07 07:36:00,2040-05-07 07:36:00,0.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,2133919910,,,,,,,,-165.59860697329043,39.54135367042492,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
place,,nan,36988137,Harbor Bistro,,,,,,,-165.95607396535178,39.09538178424596,commercial,restaurant,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-04-10,nan,trip_252,,,,,,,,,,,,09:36:00,10:45:00,filah,2040-04-10,2040.0,4.0,Apr,2040-04-10 09:36:00,2040-04-10 10:45:00,1.15,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,48531032,,,,,,,,-165.586772281808,39.5186259834855,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-05-10,nan,trip_262,,,,,,,,,,,,09:20:00,09:20:00,filah,2040-05-10,2040.0,5.0,May,2040-05-10 09:20:00,2040-05-10 09:20:00,0.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-04-08,nan,trip_267,,,,,,,,,,,,07:53:00,09:48:00,filah,2040-04-08,2040.0,4.0,Apr,2040-04-08 07:53:00,2040-04-08 09:48:00,1.92,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-13,nan,trip_273,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-13,2040.0,5.0,May,2040-05-13 09:00:00,2040-05-13 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-05-10,nan,trip_274,,,,,,,,,,,,07:06:00,08:57:00,filah,2040-05-10,2040.0,5.0,May,2040-05-10 07:06:00,2040-05-10 08:57:00,1.85,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-07,nan,trip_285,,,,,,,,,,,,08:25:00,11:02:00,filah,2040-07-07,2040.0,7.0,Jul,2040-07-07 08:25:00,2040-07-07 11:02:00,2.62,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-05-22,nan,trip_286,,,,,,,,,,,,09:00:00,21:39:00,filah,2040-05-22,2040.0,5.0,May,2040-05-22 09:00:00,2040-05-22 21:39:00,12.65,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-26,nan,trip_292,,,,,,,,,,,,08:40:00,11:34:00,filah,2040-07-26,2040.0,7.0,Jul,2040-07-26 08:40:00,2040-07-26 11:34:00,2.9,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-07-24,nan,trip_294,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-24,2040.0,7.0,Jul,2040-07-24 09:00:00,2040-07-24 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,2148547967,,,,,,,,-165.61135768688638,39.53430935420588,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-07-23,nan,trip_300,,,,,,,,,,,,07:30:00,10:04:00,filah,2040-07-23,2040.0,7.0,Jul,2040-07-23 07:30:00,2040-07-23 10:04:00,2.57,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-11,nan,trip_307,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-11,2040.0,7.0,Jul,2040-07-11 09:00:00,2040-07-11 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-04-10,nan,trip_312,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-10,2040.0,4.0,Apr,2040-04-10 09:00:00,2040-04-10 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-05-15,nan,trip_315,,,,,,,,,,,,09:00:00,21:53:00,filah,2040-05-15,2040.0,5.0,May,2040-05-15 09:00:00,2040-05-15 21:53:00,12.88,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,2858138942,,,,,,,,-165.59696350861552,39.54178810610754,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-04-27,nan,trip_317,,,,,,,,,,,,09:12:00,09:12:00,filah,2040-04-27,2040.0,4.0,Apr,2040-04-27 09:12:00,2040-04-27 09:12:00,0.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-23,nan,trip_322,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-23,2040.0,6.0,Jun,2040-06-23 09:00:00,2040-06-23 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-02,nan,trip_327,,,,,,,,,,,,07:07:00,07:07:00,filah,2040-07-02,2040.0,7.0,Jul,2040-07-02 07:07:00,2040-07-02 07:07:00,0.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,48508495,,,,,,,,-165.58886613919256,39.52614305085934,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,0040-07-17,nan,trip_338,,,,,,,,,,,,09:00:00,21:52:00,filah,2040-07-17,2040.0,7.0,Jul,2040-07-17 09:00:00,2040-07-17 21:52:00,12.87,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-07-24,nan,trip_5,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-24,2040.0,7.0,Jul,2040-07-24 09:00:00,2040-07-24 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,48530519,,,,,,,,-165.59811479738505,39.55016159675058,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,0040-06-26,nan,trip_8,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-26,2040.0,6.0,Jun,2040-06-26 09:00:00,2040-06-26 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,48580678,,,,,,,,-165.60467062257007,39.547945019056534,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,0040-04-24,nan,trip_15,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-24,2040.0,4.0,Apr,2040-04-24 09:00:00,2040-04-24 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-08,nan,trip_16,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-08,2040.0,4.0,Apr,2040-04-08 09:00:00,2040-04-08 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,48511187,,,,,,,,-165.59625808330424,39.54334627362747,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
place,,nan,48511194,,,,,,,,-165.6003499240121,39.55045654962996,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,0040-04-10,nan,trip_19,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-10,2040.0,4.0,Apr,2040-04-10 09:00:00,2040-04-10 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-07-10,nan,trip_23,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-10,2040.0,7.0,Jul,2040-07-10 09:00:00,2040-07-10 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-07,nan,trip_24,,,,,,,,,,,,11:00:00,21:00:00,filah,2040-04-07,2040.0,4.0,Apr,2040-04-07 11:00:00,2040-04-07 21:00:00,10.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-10,nan,trip_28,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-10,2040.0,5.0,May,2040-05-10 09:00:00,2040-05-10 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-17,nan,trip_30,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-17,2040.0,5.0,May,2040-05-17 09:00:00,2040-05-17 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-27,nan,trip_48,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-27,2040.0,6.0,Jun,2040-06-27 09:00:00,2040-06-27 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-08-01,nan,trip_50,,,,,,,,,,,,09:24:00,09:57:00,filah,2040-08-01,2040.0,8.0,Aug,2040-08-01 09:24:00,2040-08-01 09:57:00,0.55,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,48580702,,,,,,,,-165.59964180138792,39.550885245266905,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-07-11,nan,trip_52,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-11,2040.0,7.0,Jul,2040-07-11 09:00:00,2040-07-11 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-27,nan,trip_59,,,,,,,,,,,,11:00:00,21:00:00,filah,2040-05-27,2040.0,5.0,May,2040-05-27 11:00:00,2040-05-27 21:00:00,10.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,48511190,,,,,,,,-165.5996498661283,39.549250613806926,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,0040-06-05,nan,trip_64,,,,,,,,,,,,09:00:00,21:14:00,filah,2040-06-05,2040.0,6.0,Jun,2040-06-05 09:00:00,2040-06-05 21:14:00,12.23,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-06,nan,trip_67,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-06,2040.0,6.0,Jun,2040-06-06 09:00:00,2040-06-06 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-15,nan,trip_71,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-15,2040.0,5.0,May,2040-05-15 09:00:00,2040-05-15 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,37858059,,,,,,,,-164.3774348843228,39.423192848263504,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-07-17,nan,trip_72,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-17,2040.0,7.0,Jul,2040-07-17 09:00:00,2040-07-17 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-19,nan,trip_73,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-19,2040.0,5.0,May,2040-05-19 09:00:00,2040-05-19 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-20,nan,trip_74,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-20,2040.0,5.0,May,2040-05-20 09:00:00,2040-05-20 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-13,nan,trip_79,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-13,2040.0,7.0,Jul,2040-07-13 09:00:00,2040-07-13 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-01,nan,trip_81,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-01,2040.0,4.0,Apr,2040-04-01 09:00:00,2040-04-01 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-17,nan,trip_85,,,,,,,,,,,,11:00:00,21:00:00,filah,2040-04-17,2040.0,4.0,Apr,2040-04-17 11:00:00,2040-04-17 21:00:00,10.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,581861511,,,,,,,,-164.53061865849085,39.32870138443529,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-06-17,nan,trip_92,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-17,2040.0,6.0,Jun,2040-06-17 09:00:00,2040-06-17 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-01,nan,trip_100,,,,,,,,,,,,08:56:00,09:21:00,filah,2040-06-01,2040.0,6.0,Jun,2040-06-01 08:56:00,2040-06-01 09:21:00,0.42,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,48501909,,,,,,,,-165.57153546603948,39.528447644428816,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-07-30,nan,trip_102,,,,,,,,,,,,07:34:00,08:00:00,filah,2040-07-30,2040.0,7.0,Jul,2040-07-30 07:34:00,2040-07-30 08:00:00,0.43,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,30179053,,,,,,,,-165.8837775687294,39.653684239741814,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,0040-06-19,nan,trip_109,,,,,,,,,,,,09:00:00,21:13:00,filah,2040-06-19,2040.0,6.0,Jun,2040-06-19 09:00:00,2040-06-19 21:13:00,12.22,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-07-17,nan,trip_110,,,,,,,,,,,,09:00:00,21:13:00,filah,2040-07-17,2040.0,7.0,Jul,2040-07-17 09:00:00,2040-07-17 21:13:00,12.22,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-29,nan,trip_111,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-29,2040.0,6.0,Jun,2040-06-29 09:00:00,2040-06-29 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-10,nan,trip_112,,,,,,,,,,,,11:00:00,21:00:00,filah,2040-07-10,2040.0,7.0,Jul,2040-07-10 11:00:00,2040-07-10 21:00:00,10.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-28,nan,trip_123,,,,,,,,,,,,08:02:00,11:00:00,filah,2040-05-28,2040.0,5.0,May,2040-05-28 08:02:00,2040-05-28 11:00:00,2.97,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-03,nan,trip_125,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-03,2040.0,4.0,Apr,2040-04-03 09:00:00,2040-04-03 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-12,nan,trip_130,,,,,,,,,,,,11:00:00,21:00:00,filah,2040-05-12,2040.0,5.0,May,2040-05-12 11:00:00,2040-05-12 21:00:00,10.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-18,nan,trip_137,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-18,2040.0,6.0,Jun,2040-06-18 09:00:00,2040-06-18 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-04-17,nan,trip_139,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-17,2040.0,4.0,Apr,2040-04-17 09:00:00,2040-04-17 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-15,nan,trip_144,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-15,2040.0,7.0,Jul,2040-07-15 09:00:00,2040-07-15 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-05-15,nan,trip_153,,,,,,,,,,,,13:00:00,06:13:00,filah,2040-05-15,2040.0,5.0,May,2040-05-15 13:00:00,2040-05-15 06:13:00,-6.78,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-02,nan,trip_154,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-02,2040.0,5.0,May,2040-05-02 09:00:00,2040-05-02 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-24,nan,trip_175,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-24,2040.0,6.0,Jun,2040-06-24 09:00:00,2040-06-24 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,37843182,,,,,,,,-164.37659530325868,39.42172904532362,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,0040-04-01,nan,trip_177,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-01,2040.0,4.0,Apr,2040-04-01 09:00:00,2040-04-01 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-04,nan,trip_180,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-04,2040.0,7.0,Jul,2040-07-04 09:00:00,2040-07-04 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-19,nan,trip_184,,,,,,,,,,,,06:25:00,07:04:00,filah,2040-04-19,2040.0,4.0,Apr,2040-04-19 06:25:00,2040-04-19 07:04:00,0.65,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-06-20,nan,trip_188,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-20,2040.0,6.0,Jun,2040-06-20 09:00:00,2040-06-20 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-05-08,nan,trip_190,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-08,2040.0,5.0,May,2040-05-08 09:00:00,2040-05-08 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,581860792,,,,,,,,-164.5262967223286,39.32875397539827,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-07-07,nan,trip_193,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-07,2040.0,7.0,Jul,2040-07-07 09:00:00,2040-07-07 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,581738844,Hula Lounge,,,,,,,-164.5290654285621,39.328911028868646,commercial,restaurant,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-04-28,nan,trip_195,,,,,,,,,,,,11:00:00,21:00:00,filah,2040-04-28,2040.0,4.0,Apr,2040-04-28 11:00:00,2040-04-28 21:00:00,10.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-18,nan,trip_197,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-18,2040.0,7.0,Jul,2040-07-18 09:00:00,2040-07-18 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-07-03,nan,trip_201,,,,,,,,,,,,13:00:00,06:00:00,filah,2040-07-03,2040.0,7.0,Jul,2040-07-03 13:00:00,2040-07-03 06:00:00,-7.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-04,nan,trip_203,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-04,2040.0,4.0,Apr,2040-04-04 09:00:00,2040-04-04 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,48504771,,,,,,,,-164.55991395481811,39.086134125369234,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-05-08,nan,trip_207,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-08,2040.0,5.0,May,2040-05-08 09:00:00,2040-05-08 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-01,nan,trip_218,,,,,,,,,,,,11:00:00,21:00:00,filah,2040-07-01,2040.0,7.0,Jul,2040-07-01 11:00:00,2040-07-01 21:00:00,10.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,2091381119,Island Brew Cafe,,,,,,,-164.58096016626126,39.26133205891986,commercial,cafe,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-06-22,nan,trip_221,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-22,2040.0,6.0,Jun,2040-06-22 09:00:00,2040-06-22 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-05-18,nan,trip_224,,,,,,,,,,,,07:08:00,07:37:00,filah,2040-05-18,2040.0,5.0,May,2040-05-18 07:08:00,2040-05-18 07:37:00,0.48,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-03,nan,trip_235,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-03,2040.0,5.0,May,2040-05-03 09:00:00,2040-05-03 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,35914719,,,,,,,,-165.69083873674674,39.00381875258907,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-06-30,nan,trip_238,,,,,,,,,,,,07:15:00,07:51:00,filah,2040-06-30,2040.0,6.0,Jun,2040-06-30 07:15:00,2040-06-30 07:51:00,0.6,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-30,nan,trip_240,,,,,,,,,,,,11:00:00,21:00:00,filah,2040-04-30,2040.0,4.0,Apr,2040-04-30 11:00:00,2040-04-30 21:00:00,10.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-06,nan,trip_246,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-06,2040.0,5.0,May,2040-05-06 09:00:00,2040-05-06 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-04-03,nan,trip_251,,,,,,,,,,,,09:00:00,21:17:00,filah,2040-04-03,2040.0,4.0,Apr,2040-04-03 09:00:00,2040-04-03 21:17:00,12.28,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-05-01,nan,trip_256,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-01,2040.0,5.0,May,2040-05-01 09:00:00,2040-05-01 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-20,nan,trip_257,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-20,2040.0,7.0,Jul,2040-07-20 09:00:00,2040-07-20 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-08,nan,trip_270,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-08,2040.0,7.0,Jul,2040-07-08 09:00:00,2040-07-08 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-06-12,nan,trip_277,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-12,2040.0,6.0,Jun,2040-06-12 09:00:00,2040-06-12 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-28,nan,trip_282,,,,,,,,,,,,06:39:00,07:11:00,filah,2040-06-28,2040.0,6.0,Jun,2040-06-28 06:39:00,2040-06-28 07:11:00,0.53,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-05-22,nan,trip_290,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-05-22,2040.0,5.0,May,2040-05-22 09:00:00,2040-05-22 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-08-02,nan,trip_291,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-08-02,2040.0,8.0,Aug,2040-08-02 09:00:00,2040-08-02 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-25,nan,trip_303,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-25,2040.0,7.0,Jul,2040-07-25 09:00:00,2040-07-25 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,582256026,,,,,,,,-164.54490102330814,39.31982679862941,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-07-22,nan,trip_309,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-07-22,2040.0,7.0,Jul,2040-07-22 09:00:00,2040-07-22 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-22,nan,trip_311,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-22,2040.0,4.0,Apr,2040-04-22 09:00:00,2040-04-22 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-03,nan,trip_323,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-06-03,2040.0,6.0,Jun,2040-06-03 09:00:00,2040-06-03 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-04-24,nan,trip_335,,,,,,,,,,,,09:00:00,21:00:00,filah,2040-04-24,2040.0,4.0,Apr,2040-04-24 09:00:00,2040-04-24 21:00:00,12.0,unknown,unknown,,FILAH (Fishing Lobby)
place,,nan,581874286,,,,,,,,-164.5802398942776,39.26483078791759,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
place,,nan,37830690,,,,,,,,-164.384824809446,39.42718772248599,commercial,,,,filah,,,,,,,,unknown,neutral,,FILAH (Fishing Lobby)
trip,2040-06-16,nan,trip_1,,,,,,,,,,,,06:29:00,12:36:00,filah,2040-06-16,2040.0,6.0,Jun,2040-06-16 06:29:00,2040-06-16 12:36:00,6.12,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-17,nan,trip_4,,,,,,,,,,,,07:50:00,14:42:00,filah,2040-07-17,2040.0,7.0,Jul,2040-07-17 07:50:00,2040-07-17 14:42:00,6.87,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-07-07,nan,trip_27,,,,,,,,,,,,08:49:00,14:49:00,filah,2040-07-07,2040.0,7.0,Jul,2040-07-07 08:49:00,2040-07-07 14:49:00,6.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,2040-06-15,nan,trip_40,,,,,,,,,,,,07:10:00,07:10:00,filah,2040-06-15,2040.0,6.0,Jun,2040-06-15 07:10:00,2040-06-15 07:10:00,0.0,unknown,unknown,,FILAH (Fishing Lobby)
trip,0040-04-10,nan,trip_41,,,,,,,,,,,,06:30:00,10:25:00,filah,2040-04-10,2040.0,4.0,Apr,2040-04-10 06:30:00,2040-04-10 10:25:00,3.92,unknown,unknown,,FILAH (Fishing Lobby)
