role,source,target,key,sentiment,reason,industry,status,time,Dataset,Topic_Key,Industry,Is_Member_Target,Sentiment_Label,Meeting_Num,Dataset_Label
plan,affordable_housing_Meeting_10_Housing_Proposal,affordable_housing,0,,,,,,trout,affordable_housing,neutral,False,Not Rated,10.0,TROUT (Tourism Lobby)
participant,affordable_housing_Meeting_10_Housing_Proposal,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,10.0,TROUT (Tourism Lobby)
plan,name_harbor_area_Meeting_10_Historical_Significance,name_harbor_area,0,,,,,,trout,name_harbor_area,neutral,False,Not Rated,10.0,TROUT (Tourism Lobby)
participant,name_harbor_area_Meeting_10_Historical_Significance,Daughters of Port Grove,0,0.0,Symbolic gesture with no direct impact on tourism or vessel operations.,,,,trout,name_harbor_area,neutral,False,Neutral,10.0,TROUT (Tourism Lobby)
plan,concert_Meeting_7_Concert_Issues,concert,0,,,,,,trout,concert,tourism,False,Not Rated,7.0,TROUT (Tourism Lobby)
participant,concert_Meeting_7_Concert_Issues,Ed Helpsford,0,0.5,Believes concerts can bring community together but cautious about potential disruptions.,,,,trout,concert,tourism,True,Pro,7.0,TROUT (Tourism Lobby)
about,deep_fishing_dock_Meeting_4_Recommendation_Discussion,deep_fishing_dock_Meeting_4_Recommendation,0,,,,planned,,trout,deep_fishing_dock,fishing,False,Not Rated,4.0,TROUT (Tourism Lobby)
about,deep_fishing_dock_Meeting_4_Recommendation_Discussion,deep_fishing_dock,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,4.0,TROUT (Tourism Lobby)
participant,deep_fishing_dock_Meeting_4_Recommendation_Discussion,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,4.0,TROUT (Tourism Lobby)
about,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,deep_fishing_dock_Meeting_4_Findings_Report,0,,,,planned,,trout,deep_fishing_dock,fishing,False,Not Rated,4.0,TROUT (Tourism Lobby)
about,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,deep_fishing_dock,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,4.0,TROUT (Tourism Lobby)
participant,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,Industrial Shipping,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,4.0,TROUT (Tourism Lobby)
participant,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,4.0,TROUT (Tourism Lobby)
plan,heritage_walking_tour_Meeting_7_Outline,heritage_walking_tour,0,,,,,,trout,heritage_walking_tour,tourism,False,Not Rated,7.0,TROUT (Tourism Lobby)
participant,heritage_walking_tour_Meeting_7_Outline,Daughters of Port Grove,0,0.5,Believes it will enhance the cultural appeal and attract more visitors.,,,,trout,heritage_walking_tour,tourism,False,Pro,7.0,TROUT (Tourism Lobby)
about,concert_Meeting_16_Road_Closures_Discussion,concert_Meeting_16_Road_Closures,0,,,,completed,,trout,concert,tourism,False,Not Rated,16.0,TROUT (Tourism Lobby)
about,concert_Meeting_16_Road_Closures_Discussion,concert,0,,,,,,trout,concert,tourism,False,Not Rated,16.0,TROUT (Tourism Lobby)
participant,concert_Meeting_16_Road_Closures_Discussion,Ed Helpsford,0,0.5,Believes concerts can bring community together but cautious about potential disruptions.,,,,trout,concert,tourism,True,Pro,16.0,TROUT (Tourism Lobby)
plan,name_harbor_area_Meeting_12_Public_Opinion,name_harbor_area,0,,,,,,trout,name_harbor_area,neutral,False,Not Rated,12.0,TROUT (Tourism Lobby)
participant,name_harbor_area_Meeting_12_Public_Opinion,Ed Helpsford,0,0.0,Supportive but also feels it is a distraction,,,,trout,name_harbor_area,neutral,True,Neutral,12.0,TROUT (Tourism Lobby)
plan,affordable_housing_Meeting_7_Debate,affordable_housing,0,,,,,,trout,affordable_housing,neutral,False,Not Rated,7.0,TROUT (Tourism Lobby)
participant,affordable_housing_Meeting_7_Debate,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,7.0,TROUT (Tourism Lobby)
plan,statue_john_smoth_Travel_The_Bait_Stich,statue_john_smoth,0,,,,,,trout,statue_john_smoth,neutral,False,Not Rated,9.0,TROUT (Tourism Lobby)
travel,statue_john_smoth_Travel_The_Bait_Stich,2519420987,0,,,,,,trout,statue_john_smoth,neutral,False,Not Rated,9.0,TROUT (Tourism Lobby)
participant,statue_john_smoth_Travel_The_Bait_Stich,Seal,0,0.2,Appreciates historical recognition but sees limited practical benefit.,,,,trout,statue_john_smoth,neutral,True,Neutral,9.0,TROUT (Tourism Lobby)
plan,fish_vacuum_Meeting_3_Report,fish_vacuum,0,,,,,,trout,fish_vacuum,fishing,False,Not Rated,3.0,TROUT (Tourism Lobby)
participant,fish_vacuum_Meeting_3_Report,Teddy Goldstein,0,0.5,Useful for fishing operations but may have environmental concerns.,,,,trout,fish_vacuum,fishing,True,Pro,3.0,TROUT (Tourism Lobby)
plan,low_volume_crane_Travel_Harbor_Route_Solutions,low_volume_crane,0,,,,,,trout,low_volume_crane,fishing,False,Not Rated,5.0,TROUT (Tourism Lobby)
travel,low_volume_crane_Travel_Harbor_Route_Solutions,35889363,0,,,,,,trout,low_volume_crane,fishing,False,Not Rated,5.0,TROUT (Tourism Lobby)
participant,low_volume_crane_Travel_Harbor_Route_Solutions,Seal,0,0.1,Recognizes the crane's benefit to small-scale operations.,,,,trout,low_volume_crane,fishing,True,Neutral,5.0,TROUT (Tourism Lobby)
plan,affordable_housing_Meeting_6_Sites_Proposal,affordable_housing,0,,,,,,trout,affordable_housing,neutral,False,Not Rated,6.0,TROUT (Tourism Lobby)
participant,affordable_housing_Meeting_6_Sites_Proposal,Builders Association,0,1.0,"Supports affordable housing for workers, which benefits large vessel operations.",,,,trout,affordable_housing,neutral,False,Pro,6.0,TROUT (Tourism Lobby)
participant,affordable_housing_Meeting_6_Sites_Proposal,Saltwater Serenades,0,-1.0,Conflicts with tourism-focused short-term rentals.,,,,trout,affordable_housing,neutral,False,Against,6.0,TROUT (Tourism Lobby)
about,name_harbor_area_Meeting_12_Public_Opinion_Discussion,name_harbor_area_Meeting_12_Public_Opinion,0,,,,planned,,trout,name_harbor_area,neutral,False,Not Rated,12.0,TROUT (Tourism Lobby)
about,name_harbor_area_Meeting_12_Public_Opinion_Discussion,name_harbor_area,0,,,,,,trout,name_harbor_area,neutral,False,Not Rated,12.0,TROUT (Tourism Lobby)
participant,name_harbor_area_Meeting_12_Public_Opinion_Discussion,Ed Helpsford,0,0.0,Supportive but also feels it is a distraction,,,,trout,name_harbor_area,neutral,True,Neutral,12.0,TROUT (Tourism Lobby)
about,affordable_housing_Meeting_7_Debate_Discussion,affordable_housing_Meeting_7_Debate,0,,,,completed,,trout,affordable_housing,neutral,False,Not Rated,7.0,TROUT (Tourism Lobby)
about,affordable_housing_Meeting_7_Debate_Discussion,affordable_housing,0,,,,,,trout,affordable_housing,neutral,False,Not Rated,7.0,TROUT (Tourism Lobby)
participant,affordable_housing_Meeting_7_Debate_Discussion,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,7.0,TROUT (Tourism Lobby)
plan,deep_fishing_dock_Meeting_4_Findings_Report,deep_fishing_dock,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,4.0,TROUT (Tourism Lobby)
participant,deep_fishing_dock_Meeting_4_Findings_Report,Industrial Shipping,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,4.0,TROUT (Tourism Lobby)
participant,deep_fishing_dock_Meeting_4_Findings_Report,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,4.0,TROUT (Tourism Lobby)
plan,low_volume_crane_Meeting_3_Proposal,low_volume_crane,0,,,,,,trout,low_volume_crane,fishing,False,Not Rated,3.0,TROUT (Tourism Lobby)
participant,low_volume_crane_Meeting_3_Proposal,Ed Helpsford,0,1.0,"Beneficial for small time fishers, who he feels are often overlooked",,,,trout,low_volume_crane,fishing,True,Pro,3.0,TROUT (Tourism Lobby)
about,fish_vacuum_Meeting_1_Introduction_Discussion,fish_vacuum_Meeting_1_Introduction,0,,,,completed,,trout,fish_vacuum,fishing,False,Not Rated,1.0,TROUT (Tourism Lobby)
about,fish_vacuum_Meeting_1_Introduction_Discussion,fish_vacuum,0,,,,,,trout,fish_vacuum,fishing,False,Not Rated,1.0,TROUT (Tourism Lobby)
participant,fish_vacuum_Meeting_1_Introduction_Discussion,Teddy Goldstein,0,0.5,Useful for fishing operations but may have environmental concerns.,,,,trout,fish_vacuum,fishing,True,Pro,1.0,TROUT (Tourism Lobby)
participant,fish_vacuum_Meeting_1_Introduction_Discussion,High Seas Fishing Inc.,0,1.0,"Small vessels are the backbone of the company, and this improves operations.",,,,trout,fish_vacuum,fishing,False,Pro,1.0,TROUT (Tourism Lobby)
plan,name_inspection_office_Meeting_9_Community_Vote,name_inspection_office,0,,,,,,trout,name_inspection_office,neutral,False,Not Rated,9.0,TROUT (Tourism Lobby)
participant,name_inspection_office_Meeting_9_Community_Vote,Ed Helpsford,0,0.0,Supportive but also feels it is a distraction,,,,trout,name_inspection_office,neutral,True,Neutral,9.0,TROUT (Tourism Lobby)
about,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,expanding_tourist_wharf,0,,,,,,trout,expanding_tourist_wharf,tourism,False,Not Rated,8.0,TROUT (Tourism Lobby)
participant,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Tours Central Ticketing,0,1.0,More tourism so more tickets sold.,,,,trout,expanding_tourist_wharf,tourism,False,Pro,8.0,TROUT (Tourism Lobby)
participant,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Paackland Container Inc.,0,-0.5,Tourism is a competitor for the same resources.,,,,trout,expanding_tourist_wharf,tourism,False,Against,8.0,TROUT (Tourism Lobby)
participant,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,trout,expanding_tourist_wharf,tourism,True,Neutral,8.0,TROUT (Tourism Lobby)
about,low_volume_crane_Travel_Harbor_Route_Solutions_Discussion,low_volume_crane_Travel_Harbor_Route_Solutions,0,,,,planned,,trout,low_volume_crane,fishing,False,Not Rated,5.0,TROUT (Tourism Lobby)
about,low_volume_crane_Travel_Harbor_Route_Solutions_Discussion,low_volume_crane,0,,,,,,trout,low_volume_crane,fishing,False,Not Rated,5.0,TROUT (Tourism Lobby)
participant,low_volume_crane_Travel_Harbor_Route_Solutions_Discussion,Seal,0,0.1,Recognizes the crane's benefit to small-scale operations.,,,,trout,low_volume_crane,fishing,True,Neutral,5.0,TROUT (Tourism Lobby)
refers_to,low_volume_crane_Travel_Harbor_Route_Solutions_Discussion,35889363,0,,,,,,trout,low_volume_crane,fishing,False,Not Rated,5.0,TROUT (Tourism Lobby)
part_of,Meeting_1,fish_vacuum_Meeting_1_Introduction_Discussion,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
part_of,Meeting_1,fish_vacuum_Meeting_1_Introduction,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
plan,renaming_park_himark_Meeting_4_Name_Ideas,renaming_park_himark,0,,,,,,trout,renaming_park_himark,neutral,False,Not Rated,4.0,TROUT (Tourism Lobby)
participant,renaming_park_himark_Meeting_4_Name_Ideas,PTA,0,0.0,Symbolic gesture with no direct impact on children or education.,,,,trout,renaming_park_himark,neutral,False,Neutral,4.0,TROUT (Tourism Lobby)
part_of,Meeting_12,name_harbor_area_Meeting_12_Public_Opinion_Discussion,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
part_of,Meeting_12,name_harbor_area_Meeting_12_Public_Opinion,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
part_of,Meeting_12,marine_life_deck_Meeting_12_Environmental_Impact_Report_Discussion,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
part_of,Meeting_12,marine_life_deck_Meeting_12_Environmental_Impact_Report,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
about,deep_fishing_dock_Meeting_2_Importance_Discussion,deep_fishing_dock,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,2.0,TROUT (Tourism Lobby)
participant,deep_fishing_dock_Meeting_2_Importance_Discussion,High Seas Fishing Inc.,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,2.0,TROUT (Tourism Lobby)
participant,deep_fishing_dock_Meeting_2_Importance_Discussion,Tours Central Ticketing,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,2.0,TROUT (Tourism Lobby)
about,new_crane_lomark_Meeting_5_Cost_Impact_Report_Discussion,new_crane_lomark_Meeting_5_Cost_Impact_Report,0,,,,planned,,trout,new_crane_lomark,fishing,False,Not Rated,5.0,TROUT (Tourism Lobby)
about,new_crane_lomark_Meeting_5_Cost_Impact_Report_Discussion,new_crane_lomark,0,,,,,,trout,new_crane_lomark,fishing,False,Not Rated,5.0,TROUT (Tourism Lobby)
participant,new_crane_lomark_Meeting_5_Cost_Impact_Report_Discussion,Teddy Goldstein,0,1.0,Essential for improving efficiency in fishing operations.,,,,trout,new_crane_lomark,fishing,True,Pro,5.0,TROUT (Tourism Lobby)
plan,affordable_housing_Meeting_8_Feedback,affordable_housing,0,,,,,,trout,affordable_housing,neutral,False,Not Rated,8.0,TROUT (Tourism Lobby)
participant,affordable_housing_Meeting_8_Feedback,Industrial Shipping,0,1.0,"Supports affordable housing for workers, which benefits large vessel operations.",,,,trout,affordable_housing,neutral,False,Pro,8.0,TROUT (Tourism Lobby)
participant,affordable_housing_Meeting_8_Feedback,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,8.0,TROUT (Tourism Lobby)
plan,statue_john_smoth_Meeting_8_Proposal,statue_john_smoth,0,,,,,,trout,statue_john_smoth,neutral,False,Not Rated,8.0,TROUT (Tourism Lobby)
participant,statue_john_smoth_Meeting_8_Proposal,Daughters of Port Grove,0,1.0,Historical recognition aligns with tourism interests.,,,,trout,statue_john_smoth,neutral,False,Pro,8.0,TROUT (Tourism Lobby)
part_of,Meeting_5,new_crane_lomark_Meeting_5_Cost_Impact_Report_Discussion,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
part_of,Meeting_5,new_crane_lomark_Meeting_5_Cost_Impact_Report,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
part_of,Meeting_5,low_volume_crane_Travel_Harbor_Route_Solutions_Discussion,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
part_of,Meeting_5,low_volume_crane_Travel_Harbor_Route_Solutions,0,,,,,,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
about,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,deep_fishing_dock_Meeting_3_Maintenance_Plan,0,,,,planned,,trout,deep_fishing_dock,fishing,False,Not Rated,3.0,TROUT (Tourism Lobby)
about,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,deep_fishing_dock,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,3.0,TROUT (Tourism Lobby)
participant,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,3.0,TROUT (Tourism Lobby)
participant,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,Industrial Shipping,0,,,,,,trout,deep_fishing_dock,fishing,False,Not Rated,3.0,TROUT (Tourism Lobby)
about,statue_john_smoth_Meeting_8_Proposal_Discussion,statue_john_smoth_Meeting_8_Proposal,0,,,,introduced,,trout,statue_john_smoth,neutral,False,Not Rated,8.0,TROUT (Tourism Lobby)
about,statue_john_smoth_Meeting_8_Proposal_Discussion,statue_john_smoth,0,,,,,,trout,statue_john_smoth,neutral,False,Not Rated,8.0,TROUT (Tourism Lobby)
participant,statue_john_smoth_Meeting_8_Proposal_Discussion,Daughters of Port Grove,0,1.0,Historical recognition aligns with tourism interests.,,,,trout,statue_john_smoth,neutral,False,Pro,8.0,TROUT (Tourism Lobby)
,trip_146,Simone Kat,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_146,36988183,0,,,,,0040-04-06 07:36:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_146,Suna Spit,0,,,,,0040-04-06 07:36:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_146,9196630064,0,,,,,0040-04-06 06:54:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_146,30179401,0,,,,,0040-04-06 06:54:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_146,4978801697,0,,,,,0040-04-06 06:54:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_188,Carol Limpet,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_188,Haacklee Ferry Terminal,0,,,,,0040-06-20 21:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_188,South Paackland Ferry Terminal,0,,,,,0040-06-20 19:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_188,582184557,0,,,,,0040-06-20 14:13:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_188,581853838,0,,,,,0040-06-20 14:13:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_188,581717431,0,,,,,0040-06-20 14:25:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_188,582261047,0,,,,,0040-06-20 14:38:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_188,48511194,0,,,,,0040-06-20 21:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_33,Tante Titan,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_33,South Paackland Ferry Terminal,0,,,,,0040-06-04 19:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_33,Haacklee Ferry Terminal,0,,,,,0040-06-04 13:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_33,48475647,0,,,,,0040-06-04 09:19:12,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_47,Simone Kat,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_47,36988183,0,,,,,0040-04-10 09:31:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_47,Suna Spit,0,,,,,0040-04-10 09:31:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_47,30179401,0,,,,,0040-04-10 07:50:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_47,4978801697,0,,,,,0040-04-10 08:38:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_47,30188848,0,,,,,0040-04-10 09:31:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_177,Carol Limpet,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_177,Lomark Ferry Terminal,0,,,,,0040-04-01 21:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_177,Paackland Ferry Terminal,0,,,,,0040-04-01 15:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_177,37826661,0,,,,,0040-04-01 12:04:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_177,37828755,0,,,,,0040-04-01 11:35:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_177,37866955,0,,,,,0040-04-01 11:49:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_177,48580702,0,,,,,0040-04-01 21:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_274,Simone Kat,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_274,48591000,0,,,,,0040-05-10 08:57:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_274,12629409643,0,,,,,0040-05-10 07:45:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_20,Simone Kat,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_20,36988183,0,,,,,0040-05-27 06:46:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_20,Haacklee Ferry Terminal,0,,,,,0040-05-27 13:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_65,Simone Kat,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_65,36988183,0,,,,,0040-05-23 08:27:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_65,2519420987,0,,,,,0040-05-23 07:22:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_65,Haacklee Ferry Terminal,0,,,,,0040-05-23 07:22:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_114,Simone Kat,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_114,48534978,0,,,,,0040-05-14 10:21:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_227,Tante Titan,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_227,37866955,0,,,,,0040-07-16 08:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_224,Carol Limpet,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_224,Suna Spit,0,,,,,0040-05-18 07:37:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_224,30179401,0,,,,,0040-05-18 07:21:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_224,9196630064,0,,,,,0040-05-18 07:37:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_224,48511194,0,,,,,0040-05-18 07:37:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_106,Tante Titan,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_106,South Paackland Ferry Terminal,0,,,,,0040-04-19 19:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_106,Haacklee Ferry Terminal,0,,,,,0040-04-19 13:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_106,Port Grove Ferry Terminal,0,,,,,0040-04-19 12:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_106,36988183,0,,,,,0040-04-19 11:57:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_106,Suna Spit,0,,,,,0040-04-19 11:57:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_106,9196630064,0,,,,,0040-04-19 11:57:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_106,30188848,0,,,,,0040-04-19 11:26:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_267,Simone Kat,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_267,36988183,0,,,,,0040-04-08 09:48:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_267,Suna Spit,0,,,,,0040-04-08 09:48:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_267,4978801697,0,,,,,0040-04-08 08:47:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_267,30179401,0,,,,,0040-04-08 09:14:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_267,Lomark Ferry Terminal,0,,,,,0040-04-08 08:47:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_267,9196630064,0,,,,,0040-04-08 09:48:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_116,Teddy Goldstein,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_116,Suna Spit,0,,,,,0040-06-01 07:07:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_116,48591000,0,,,,,0040-06-01 07:39:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_116,Lomark Ferry Terminal,0,,,,,0040-06-01 11:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_116,Himark Ferry Terminal,0,,,,,0040-06-01 13:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_116,30179401,0,,,,,0040-06-01 13:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_116,30188848,0,,,,,0040-06-01 13:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_22,Simone Kat,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_22,35889122,0,,,,,0040-06-03 07:46:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_22,36988183,0,,,,,0040-06-03 09:33:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_138,Simone Kat,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_138,35885796,0,,,,,0040-05-28 07:15:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_138,36988183,0,,,,,0040-05-28 08:40:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_178,Tante Titan,0,,,,,,trout,unknown,unknown,True,Not Rated,,TROUT (Tourism Lobby)
,trip_178,South Paackland Ferry Terminal,0,,,,,0040-06-22 19:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_178,Haacklee Ferry Terminal,0,,,,,0040-06-22 13:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_178,Port Grove Ferry Terminal,0,,,,,0040-06-22 12:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_178,36988183,0,,,,,0040-06-22 10:00:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_178,Suna Spit,0,,,,,0040-06-22 10:23:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_178,4978801697,0,,,,,0040-06-22 10:23:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_178,2519420987,0,,,,,0040-06-22 11:48:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
,trip_178,36988137,0,,,,,0040-06-22 10:23:00,trout,unknown,unknown,False,Not Rated,,TROUT (Tourism Lobby)
