type,date,label,id,name,role,short_topic,long_topic,short_title,long_title,plan_type,lat,lon,zone,zone_detail,start,end
discussion,NA,seafood_festival_Meeting_1_Discussion,seafood_festival_Meeting_1_Discussion,NA,NA,NA,NA,seafood_festival_Meeting_1_Discussion,Discuss the feasibility and benefits of hosting an annual seafood festival,NA,NA,NA,NA,NA,NA,NA
plan,NA,seafood_festival_Meeting_1_Feasibility,seafood_festival_Meeting_1_Feasibility,NA,NA,NA,NA,seafood_festival_Meeting_1_Feasibility,Discuss the feasibility and benefits of hosting an annual seafood festival,Discussion,NA,NA,NA,NA,NA,NA
discussion,NA,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Discussion,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Discussion,NA,NA,NA,NA,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Discussion,Discuss travel plans to Dock & Roll Hall of Fame in Paackland,NA,NA,NA,NA,NA,NA,NA
plan,NA,seafood_festival_Travel_Dock_Roll_Hall_of_Fame,seafood_festival_Travel_Dock_Roll_Hall_of_Fame,NA,NA,NA,NA,seafood_festival_Travel_Dock_Roll_Hall_of_Fame,Travel to Dock & Roll Hall of Fame in Paackland,Travel,NA,NA,NA,NA,NA,NA
place,NA,Dock & Roll Hall of Fame,37828755,Dock & Roll Hall of Fame,NA,NA,NA,NA,NA,NA,-164.35807949540566,39.42597256526823,tourism,restaurant,NA,NA
discussion,NA,seafood_festival_Meeting_2_Feedback_Discussion,seafood_festival_Meeting_2_Feedback_Discussion,NA,NA,NA,NA,seafood_festival_Meeting_2_Feedback_Discussion,Gather feedback from local businesses and potential vendors,NA,NA,NA,NA,NA,NA,NA
plan,NA,seafood_festival_Meeting_2_Feedback,seafood_festival_Meeting_2_Feedback,NA,NA,NA,NA,seafood_festival_Meeting_2_Feedback,Gather feedback from local businesses and potential vendors,Feedback,NA,NA,NA,NA,NA,NA
discussion,NA,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Completed_Discussion,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Completed_Discussion,NA,NA,NA,NA,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Completed_Discussion,Discuss the completed travel plans to Dock & Roll Hall of Fame in Paackland,NA,NA,NA,NA,NA,NA,NA
discussion,NA,seafood_festival_Meeting_3_Take_Action_Discussion,seafood_festival_Meeting_3_Take_Action_Discussion,NA,NA,NA,NA,seafood_festival_Meeting_3_Take_Action_Discussion,Coordinate with local authorities to secure necessary permits and finalize plans,NA,NA,NA,NA,NA,NA,NA
plan,NA,seafood_festival_Meeting_3_Take_Action,seafood_festival_Meeting_3_Take_Action,NA,NA,NA,NA,seafood_festival_Meeting_3_Take_Action,Coordinate with local authorities to secure necessary permits and finalize plans,Take Action,NA,NA,NA,NA,NA,NA
topic,NA,heritage_walking_tour,heritage_walking_tour,NA,NA,heritage_walking_tour,Developing a Heritage Walking Tour in Haacklee,NA,NA,NA,NA,NA,NA,NA,NA,NA
discussion,NA,heritage_walking_tour_Meeting_7_Discussion,heritage_walking_tour_Meeting_7_Discussion,NA,NA,NA,NA,heritage_walking_tour_Meeting_7_Discussion,Discuss and outline the proposed heritage walking tour route and main landmarks,NA,NA,NA,NA,NA,NA,NA
plan,NA,heritage_walking_tour_Meeting_7_Outline,heritage_walking_tour_Meeting_7_Outline,NA,NA,NA,NA,heritage_walking_tour_Meeting_7_Outline,Discuss and outline the proposed heritage walking tour route and main landmarks,Discussion,NA,NA,NA,NA,NA,NA
discussion,NA,heritage_walking_tour_Travel_Captain_Market_Discussion,heritage_walking_tour_Travel_Captain_Market_Discussion,NA,NA,NA,NA,heritage_walking_tour_Travel_Captain_Market_Discussion,Discuss travel plans to Captain's Market,NA,NA,NA,NA,NA,NA,NA
plan,NA,heritage_walking_tour_Travel_Captain_Market,heritage_walking_tour_Travel_Captain_Market,NA,NA,NA,NA,heritage_walking_tour_Travel_Captain_Market,Travel to Captain's Market,Travel,NA,NA,NA,NA,NA,NA
NA,NA,Captain's Market,35844638,NA,NA,NA,NA,NA,NA,NA,-165.69677153674675,39.004580452589074,tourism,NA,NA,NA
discussion,NA,heritage_walking_tour_Meeting_8_Proposal_Discussion,heritage_walking_tour_Meeting_8_Proposal_Discussion,NA,NA,NA,NA,heritage_walking_tour_Meeting_8_Proposal_Discussion,Gather community feedback on the proposed route and sites of interest,NA,NA,NA,NA,NA,NA,NA
plan,NA,heritage_walking_tour_Meeting_8_Proposal,heritage_walking_tour_Meeting_8_Proposal,NA,NA,NA,NA,heritage_walking_tour_Meeting_8_Proposal,Gather community feedback on the proposed route and sites of interest,proposal,NA,NA,NA,NA,NA,NA
discussion,NA,heritage_walking_tour_Travel_Captain_Market_Completed_Discussion,heritage_walking_tour_Travel_Captain_Market_Completed_Discussion,NA,NA,NA,NA,heritage_walking_tour_Travel_Captain_Market_Completed_Discussion,Discuss the completed travel plans to Captain's Market,NA,NA,NA,NA,NA,NA,NA
discussion,NA,heritage_walking_tour_Meeting_9_Report_Discussion,heritage_walking_tour_Meeting_9_Report_Discussion,NA,NA,NA,NA,heritage_walking_tour_Meeting_9_Report_Discussion,"Present detailed plans, including route maps and tour scripts",NA,NA,NA,NA,NA,NA,NA
plan,NA,heritage_walking_tour_Meeting_9_Report,heritage_walking_tour_Meeting_9_Report,NA,NA,NA,NA,heritage_walking_tour_Meeting_9_Report,"Present detailed plans, including route maps and tour scripts",Report,NA,NA,NA,NA,NA,NA
discussion,NA,heritage_walking_tour_Meeting_9_Take_Action_Discussion,heritage_walking_tour_Meeting_9_Take_Action_Discussion,NA,NA,NA,NA,heritage_walking_tour_Meeting_9_Take_Action_Discussion,Coordinate with local businesses and finalize the logistics for the walking tour,NA,NA,NA,NA,NA,NA,NA
plan,NA,heritage_walking_tour_Meeting_9_Take_Action,heritage_walking_tour_Meeting_9_Take_Action,NA,NA,NA,NA,heritage_walking_tour_Meeting_9_Take_Action,Coordinate with local businesses and finalize the logistics for the walking tour,Take Action,NA,NA,NA,NA,NA,NA
topic,NA,waterfront_market,waterfront_market,NA,NA,waterfront_market,Establishing a Waterfront Market in Haacklee,NA,NA,NA,NA,NA,NA,NA,NA,NA
discussion,NA,waterfront_market_Meeting_7_Discussion,waterfront_market_Meeting_7_Discussion,NA,NA,NA,NA,waterfront_market_Meeting_7_Discussion,Discuss the benefits and feasibility of establishing a waterfront market,NA,NA,NA,NA,NA,NA,NA
discussion,NA,waterfront_market_Travel_Harbor_Edge_Grill_Discussion,waterfront_market_Travel_Harbor_Edge_Grill_Discussion,NA,NA,NA,NA,waterfront_market_Travel_Harbor_Edge_Grill_Discussion,Discuss travel plans to Harbor's Edge Grill in Paackland,NA,NA,NA,NA,NA,NA,NA
plan,NA,waterfront_market_Travel_Harbor_Edge_Grill,waterfront_market_Travel_Harbor_Edge_Grill,NA,NA,NA,NA,waterfront_market_Travel_Harbor_Edge_Grill,Travel to Harbor's Edge Grill in Paackland,Travel,NA,NA,NA,NA,NA,NA
NA,NA,Harbor's Edge Grill,35908634,NA,NA,NA,NA,NA,NA,NA,-165.68781233674673,38.986061952589075,tourism,NA,NA,NA
discussion,NA,waterfront_market_Travel_Harbor_Edge_Grill_Completed_Discussion,waterfront_market_Travel_Harbor_Edge_Grill_Completed_Discussion,NA,NA,NA,NA,waterfront_market_Travel_Harbor_Edge_Grill_Completed_Discussion,Discuss the completed travel plans to Harbor's Edge Grill in Paackland,NA,NA,NA,NA,NA,NA,NA
trip,0040-04-24,NA,trip_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-07-10,NA,trip_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-08,NA,trip_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:50:00,11:39:00
trip,2040-04-22,NA,trip_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:18:00,07:12:00
trip,0040-05-27,NA,trip_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:07:00,13:00:00
trip,0040-06-03,NA,trip_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:46:00,09:33:00
trip,2040-04-14,NA,trip_38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,37862864,NA,NA,NA,NA,NA,NA,NA,-164.33880553523505,39.41323924354682,commercial,NA,NA,NA
trip,2040-06-07,NA,trip_44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,30188848,Anchor Way Grill,NA,NA,NA,NA,NA,NA,-165.89024291493132,39.66693913163159,tourism,restaurant,NA,NA
trip,0040-04-10,NA,trip_47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:38:00,09:31:00
trip,0040-06-05,NA,trip_56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:43:00
place,NA,NA,37810321,Tours Central Ticketing,NA,NA,NA,NA,NA,NA,-164.41392243354372,39.43735475916919,tourism,trips,NA,NA
trip,2040-05-14,NA,trip_63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-05-23,NA,trip_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:19:00,08:27:00
trip,2040-05-24,NA,trip_76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,37766140,NA,NA,NA,NA,NA,NA,NA,-164.41438507253233,39.4407566449354,commercial,NA,NA,NA
trip,2040-07-15,NA,trip_94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-05,NA,trip_97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,581678301,NA,NA,NA,NA,NA,NA,NA,-164.52350414705472,39.327977300859104,commercial,NA,NA,NA
trip,2040-07-06,NA,trip_101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-06-26,NA,trip_105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-05-14,NA,trip_114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:31:00,10:21:00
trip,2040-07-17,NA,trip_115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-05-20,NA,trip_118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-06-12,NA,trip_121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,2133935896,NA,NA,NA,NA,NA,NA,NA,-165.60212892098892,39.539400062780324,commercial,NA,NA,NA
trip,2040-06-18,NA,trip_122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:03:00,07:03:00
trip,2040-04-02,NA,trip_131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,581815970,NA,NA,NA,NA,NA,NA,NA,-164.5321190847844,39.32248470148234,commercial,NA,NA,NA
trip,0040-05-28,NA,trip_138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:15:00,08:40:00
trip,0040-04-17,NA,trip_145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:44:00
trip,0040-04-06,NA,trip_146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:09:00,07:36:00
trip,2040-04-23,NA,trip_155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:13:00,08:11:00
trip,2040-07-03,NA,trip_157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-29,NA,trip_163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:21:00,08:06:00
trip,2040-04-30,NA,trip_166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,48542802,NA,NA,NA,NA,NA,NA,NA,-164.5585389745007,39.08794751195976,commercial,NA,NA,NA
place,NA,NA,37857657,NA,NA,NA,NA,NA,NA,NA,-164.3801333823309,39.424502912609306,commercial,NA,NA,NA
trip,2040-04-11,NA,trip_169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,3348139873,NA,NA,NA,NA,NA,NA,NA,-165.5704574908293,39.52913213659554,commercial,NA,NA,NA
trip,2040-04-15,NA,trip_170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:19:00,09:19:00
trip,2040-06-28,NA,trip_173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-17,NA,trip_186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-06,NA,trip_187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,2459691595,NA,NA,NA,NA,NA,NA,NA,-165.8863935797117,39.662488375807364,commercial,NA,NA,NA
trip,2040-03-31,NA,trip_204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:00:00,07:37:00
trip,0040-07-03,NA,trip_205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-24,NA,trip_210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,37867870,NA,NA,NA,NA,NA,NA,NA,-164.40989095175962,39.437221690449086,commercial,NA,NA,NA
trip,0040-05-08,NA,trip_215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-10,NA,trip_219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:35:00,09:17:00
place,NA,NA,48484175,NA,NA,NA,NA,NA,NA,NA,-165.5854576077611,39.554646101240856,commercial,NA,NA,NA
trip,2040-04-19,NA,trip_228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-24,NA,trip_229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:07:00,09:20:00
trip,0040-05-01,NA,trip_230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13:00:00,06:46:00
trip,2040-06-01,NA,trip_231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,37862851,NA,NA,NA,NA,NA,NA,NA,-164.3369180900125,39.41622319456882,commercial,NA,NA,NA
place,NA,NA,2303890866,NA,NA,NA,NA,NA,NA,NA,-165.57153094697804,39.53094821718481,commercial,NA,NA,NA
trip,2040-06-12,NA,trip_233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:54:00,07:54:00
trip,2040-06-26,NA,trip_241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:56:00,08:56:00
trip,2040-07-19,NA,trip_242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:23:00,09:02:00
trip,0040-04-03,NA,trip_243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-06-19,NA,trip_244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:37:00
trip,2040-05-07,NA,trip_247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:36:00,07:36:00
place,NA,NA,2133919910,NA,NA,NA,NA,NA,NA,NA,-165.59860697329043,39.54135367042492,commercial,NA,NA,NA
place,NA,NA,36988137,Harbor Bistro,NA,NA,NA,NA,NA,NA,-165.95607396535178,39.09538178424596,commercial,restaurant,NA,NA
trip,2040-04-10,NA,trip_252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:36:00,10:45:00
place,NA,NA,48531032,NA,NA,NA,NA,NA,NA,NA,-165.586772281808,39.5186259834855,commercial,NA,NA,NA
trip,2040-05-10,NA,trip_262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:20:00,09:20:00
trip,0040-04-08,NA,trip_267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:53:00,09:48:00
trip,2040-05-13,NA,trip_273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-05-10,NA,trip_274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:06:00,08:57:00
trip,2040-07-07,NA,trip_285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:25:00,11:02:00
trip,0040-05-22,NA,trip_286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:39:00
trip,2040-07-26,NA,trip_292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:40:00,11:34:00
trip,0040-07-24,NA,trip_294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,2148547967,NA,NA,NA,NA,NA,NA,NA,-165.61135768688638,39.53430935420588,commercial,NA,NA,NA
trip,2040-07-23,NA,trip_300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:30:00,10:04:00
trip,2040-07-11,NA,trip_307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-04-10,NA,trip_312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-05-15,NA,trip_315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:53:00
place,NA,NA,2858138942,NA,NA,NA,NA,NA,NA,NA,-165.59696350861552,39.54178810610754,commercial,NA,NA,NA
trip,2040-04-27,NA,trip_317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:12:00,09:12:00
trip,2040-06-23,NA,trip_322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-02,NA,trip_327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:07:00,07:07:00
place,NA,NA,48508495,NA,NA,NA,NA,NA,NA,NA,-165.58886613919256,39.52614305085934,commercial,NA,NA,NA
trip,0040-07-17,NA,trip_338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:52:00
trip,0040-07-24,NA,trip_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,48530519,NA,NA,NA,NA,NA,NA,NA,-165.59811479738505,39.55016159675058,commercial,NA,NA,NA
trip,0040-06-26,NA,trip_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,48580678,NA,NA,NA,NA,NA,NA,NA,-165.60467062257007,39.547945019056534,commercial,NA,NA,NA
trip,0040-04-24,NA,trip_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-04-08,NA,trip_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,48511187,NA,NA,NA,NA,NA,NA,NA,-165.59625808330424,39.54334627362747,commercial,NA,NA,NA
place,NA,NA,48511194,NA,NA,NA,NA,NA,NA,NA,-165.6003499240121,39.55045654962996,commercial,NA,NA,NA
trip,0040-04-10,NA,trip_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-07-10,NA,trip_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-04-07,NA,trip_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:00:00,21:00:00
trip,2040-05-10,NA,trip_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-05-17,NA,trip_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-27,NA,trip_48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-08-01,NA,trip_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:24:00,09:57:00
place,NA,NA,48580702,NA,NA,NA,NA,NA,NA,NA,-165.59964180138792,39.550885245266905,commercial,NA,NA,NA
trip,2040-07-11,NA,trip_52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-05-27,NA,trip_59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:00:00,21:00:00
place,NA,NA,48511190,NA,NA,NA,NA,NA,NA,NA,-165.5996498661283,39.549250613806926,commercial,NA,NA,NA
trip,0040-06-05,NA,trip_64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:14:00
trip,2040-06-06,NA,trip_67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-05-15,NA,trip_71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,37858059,NA,NA,NA,NA,NA,NA,NA,-164.3774348843228,39.423192848263504,commercial,NA,NA,NA
trip,2040-07-17,NA,trip_72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-05-19,NA,trip_73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-05-20,NA,trip_74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-13,NA,trip_79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-04-01,NA,trip_81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-04-17,NA,trip_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:00:00,21:00:00
place,NA,NA,581861511,NA,NA,NA,NA,NA,NA,NA,-164.53061865849085,39.32870138443529,commercial,NA,NA,NA
trip,2040-06-17,NA,trip_92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-01,NA,trip_100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:56:00,09:21:00
place,NA,NA,48501909,NA,NA,NA,NA,NA,NA,NA,-165.57153546603948,39.528447644428816,commercial,NA,NA,NA
trip,2040-07-30,NA,trip_102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:34:00,08:00:00
place,NA,NA,30179053,NA,NA,NA,NA,NA,NA,NA,-165.8837775687294,39.653684239741814,commercial,NA,NA,NA
trip,0040-06-19,NA,trip_109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:13:00
trip,0040-07-17,NA,trip_110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:13:00
trip,2040-06-29,NA,trip_111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-10,NA,trip_112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:00:00,21:00:00
trip,2040-05-28,NA,trip_123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:02:00,11:00:00
trip,2040-04-03,NA,trip_125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-05-12,NA,trip_130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:00:00,21:00:00
trip,2040-06-18,NA,trip_137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-04-17,NA,trip_139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-15,NA,trip_144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-05-15,NA,trip_153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13:00:00,06:13:00
trip,2040-05-02,NA,trip_154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-24,NA,trip_175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,37843182,NA,NA,NA,NA,NA,NA,NA,-164.37659530325868,39.42172904532362,commercial,NA,NA,NA
trip,0040-04-01,NA,trip_177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-04,NA,trip_180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-04-19,NA,trip_184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:25:00,07:04:00
trip,0040-06-20,NA,trip_188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-05-08,NA,trip_190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,581860792,NA,NA,NA,NA,NA,NA,NA,-164.5262967223286,39.32875397539827,commercial,NA,NA,NA
trip,2040-07-07,NA,trip_193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,581738844,Hula Lounge,NA,NA,NA,NA,NA,NA,-164.5290654285621,39.328911028868646,commercial,restaurant,NA,NA
trip,2040-04-28,NA,trip_195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:00:00,21:00:00
trip,2040-07-18,NA,trip_197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-07-03,NA,trip_201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13:00:00,06:00:00
trip,2040-04-04,NA,trip_203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,48504771,NA,NA,NA,NA,NA,NA,NA,-164.55991395481811,39.086134125369234,commercial,NA,NA,NA
trip,2040-05-08,NA,trip_207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-01,NA,trip_218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:00:00,21:00:00
place,NA,NA,2091381119,Island Brew Cafe,NA,NA,NA,NA,NA,NA,-164.58096016626126,39.26133205891986,commercial,cafe,NA,NA
trip,2040-06-22,NA,trip_221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-05-18,NA,trip_224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:08:00,07:37:00
trip,2040-05-03,NA,trip_235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,35914719,NA,NA,NA,NA,NA,NA,NA,-165.69083873674674,39.003818752589076,commercial,NA,NA,NA
trip,2040-06-30,NA,trip_238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:15:00,07:51:00
trip,2040-04-30,NA,trip_240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:00:00,21:00:00
trip,2040-05-06,NA,trip_246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-04-03,NA,trip_251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:17:00
